"","wgcna_module_name","gene","annotation"
"3775","red","SLC12A9","Regulation of Hematopoiesis"
"3776","red","AVPR2","Regulation of Hematopoiesis"
"3777","red","LOC100507670","Regulation of Hematopoiesis"
"3778","red","NMT1","Regulation of Hematopoiesis"
"3779","red","SYVN1","Regulation of Hematopoiesis"
"3780","red","MKL1","Regulation of Hematopoiesis"
"3781","red","EMILIN1","Regulation of Hematopoiesis"
"3782","red","CSF1R","Regulation of Hematopoiesis"
"3783","red","SKI","Regulation of Hematopoiesis"
"3784","red","PHF7","Regulation of Hematopoiesis"
"3785","red","TRIM50","Regulation of Hematopoiesis"
"3786","red","TAL1","Regulation of Hematopoiesis"
"3787","red","NFATC1","Regulation of Hematopoiesis"
"3788","red","MOGS","Regulation of Hematopoiesis"
"3789","red","CMTR1","Regulation of Hematopoiesis"
"3790","red","MRC2","Regulation of Hematopoiesis"
"3791","red","IRF5","Regulation of Hematopoiesis"
"3792","red","TNRC18","Regulation of Hematopoiesis"
"3793","red","ZFP92","Regulation of Hematopoiesis"
"3794","red","C3","Regulation of Hematopoiesis"
"3795","red","DPP9-AS1","Regulation of Hematopoiesis"
"3796","red","RGS16","Regulation of Hematopoiesis"
"3797","red","RPA4","Regulation of Hematopoiesis"
"3798","red","S100G","Regulation of Hematopoiesis"
"3799","red","ARHGAP1","Regulation of Hematopoiesis"
"3800","red","ID2","Regulation of Hematopoiesis"
"3801","red","AP5Z1","Regulation of Hematopoiesis"
"3802","red","YIPF2","Regulation of Hematopoiesis"
"3803","red","LOC730234","Regulation of Hematopoiesis"
"3804","red","TRABD","Regulation of Hematopoiesis"
"3805","red","LINC02278","Regulation of Hematopoiesis"
"3806","red","HM13-AS1","Regulation of Hematopoiesis"
"3807","red","MAN2B2","Regulation of Hematopoiesis"
"3808","red","SIGLEC15","Regulation of Hematopoiesis"
"3809","red","LINC01136","Regulation of Hematopoiesis"
"3810","red","PPAN","Regulation of Hematopoiesis"
"3811","red","IFFO1","Regulation of Hematopoiesis"
"3812","red","SMC1B","Regulation of Hematopoiesis"
"3813","red","ATF7","Regulation of Hematopoiesis"
"3814","red","PRAMEF15","Regulation of Hematopoiesis"
"3815","red","KCNMB1","Regulation of Hematopoiesis"
"3816","red","CSNK1G2","Regulation of Hematopoiesis"
"3817","red","LINC01752","Regulation of Hematopoiesis"
"3818","red","PTPRVP","Regulation of Hematopoiesis"
"3819","red","LOC101926963","Regulation of Hematopoiesis"
"3820","red","SNX33","Regulation of Hematopoiesis"
"3821","red","BIN3-IT1","Regulation of Hematopoiesis"
"3822","red","AZIN2","Regulation of Hematopoiesis"
"3823","red","PCSK7","Regulation of Hematopoiesis"
"3824","red","CELA1","Regulation of Hematopoiesis"
"3825","red","ESRP2","Regulation of Hematopoiesis"
"3826","red","CMTM2","Regulation of Hematopoiesis"
"3827","red","C1RL-AS1","Regulation of Hematopoiesis"
"3828","red","MFSD13A","Regulation of Hematopoiesis"
"3829","red","NOD1","Regulation of Hematopoiesis"
"3830","red","SMG1P5","Regulation of Hematopoiesis"
"3831","red","ANXA10","Regulation of Hematopoiesis"
"3832","red","SEPT6","Regulation of Hematopoiesis"
"3833","red","SMAD7","Regulation of Hematopoiesis"
"3834","red","LINC00173","Regulation of Hematopoiesis"
"3835","red","SELENON","Regulation of Hematopoiesis"
"3836","red","FMNL1","Regulation of Hematopoiesis"
"3837","red","CATIP-AS1","Regulation of Hematopoiesis"
"3838","red","FTH1P3","Regulation of Hematopoiesis"
"3839","red","CLK2","Regulation of Hematopoiesis"
"3840","red","ATF6B","Regulation of Hematopoiesis"
"3841","red","RNF113B","Regulation of Hematopoiesis"
"3842","red","ID2-AS1","Regulation of Hematopoiesis"
"3843","red","GRAMD1A","Regulation of Hematopoiesis"
"3844","red","HIST1H2BB","Regulation of Hematopoiesis"
"3845","red","AS-PTPRE","Regulation of Hematopoiesis"
"3846","red","SIGLEC11","Regulation of Hematopoiesis"
"3847","red","GRINA","Regulation of Hematopoiesis"
"3848","red","MYLPF","Regulation of Hematopoiesis"
"3849","red","CDKN2A","Regulation of Hematopoiesis"
"3850","red","KLHL6-AS1","Regulation of Hematopoiesis"
"3851","red","CFB","Regulation of Hematopoiesis"
"3852","red","PPAN-P2RY11","Regulation of Hematopoiesis"
"3853","red","OR3A1","Regulation of Hematopoiesis"
"3854","red","CLASRP","Regulation of Hematopoiesis"
"3855","red","EBLN2","Regulation of Hematopoiesis"
"3856","red","EPN2-IT1","Regulation of Hematopoiesis"
"3857","red","CEACAM18","Regulation of Hematopoiesis"
"3858","red","LINC01443","Regulation of Hematopoiesis"
"3859","red","CCNL1","Regulation of Hematopoiesis"
"3860","red","SLA2","Regulation of Hematopoiesis"
"3861","red","OR2T33","Regulation of Hematopoiesis"
"3862","red","CD19","Regulation of Hematopoiesis"
"3863","red","TNS3","Regulation of Hematopoiesis"
"3864","red","DEXI","Regulation of Hematopoiesis"
"3865","red","LINC01353","Regulation of Hematopoiesis"
"3866","red","OCEL1","Regulation of Hematopoiesis"
"3867","red","TARS2","Regulation of Hematopoiesis"
"3868","red","C1QB","Regulation of Hematopoiesis"
"3869","red","PDZD3","Regulation of Hematopoiesis"
"3870","red","NFX1","Regulation of Hematopoiesis"
"3871","red","HSD3B7","Regulation of Hematopoiesis"
"3872","red","POLM","Regulation of Hematopoiesis"
"3873","red","FZD5","Regulation of Hematopoiesis"
"3874","red","GTF2IP12","Regulation of Hematopoiesis"
"3875","red","SPINK5","Regulation of Hematopoiesis"
"3876","red","LOC100506476","Regulation of Hematopoiesis"
"3877","red","KLRF1","Regulation of Hematopoiesis"
"3878","red","LLGL2","Regulation of Hematopoiesis"
"3879","red","TRIB1","Regulation of Hematopoiesis"
"3880","red","PNKP","Regulation of Hematopoiesis"
"3881","red","FXN","Regulation of Hematopoiesis"
"3882","red","UFSP1","Regulation of Hematopoiesis"
"3883","red","BTN2A1","Regulation of Hematopoiesis"
"3884","red","VPS37C","Regulation of Hematopoiesis"
"3885","red","MAPK7","Regulation of Hematopoiesis"
"3886","red","CCDC88B","Regulation of Hematopoiesis"
"3887","red","LOC102725254","Regulation of Hematopoiesis"
"3888","red","ENO3","Regulation of Hematopoiesis"
"3889","red","FLJ32255","Regulation of Hematopoiesis"
"3890","red","AKAP8","Regulation of Hematopoiesis"
"3891","red","LOC102724265","Regulation of Hematopoiesis"
"3892","red","CEBPB","Regulation of Hematopoiesis"
"3893","red","FOXI1","Regulation of Hematopoiesis"
"3894","red","SLC22A18","Regulation of Hematopoiesis"
"3895","red","HLA-G","Regulation of Hematopoiesis"
"3896","red","LOC101927845","Regulation of Hematopoiesis"
"3897","red","HIST1H2BI","Regulation of Hematopoiesis"
"3898","darkorange","SCRN2","Macrophage Response"
"3899","darkorange","TRIM11","Macrophage Response"
"3900","darkorange","MROH1","Macrophage Response"
"3901","darkorange","NEIL1","Macrophage Response"
"3902","darkorange","DRD4","Macrophage Response"
"3903","darkorange","PIAS3","Macrophage Response"
"3904","darkorange","GGT7","Macrophage Response"
"3905","darkorange","AP1G2","Macrophage Response"
"3906","darkorange","INO80E","Macrophage Response"
"3907","darkorange","ABR","Macrophage Response"
"3908","darkorange","LRRC29","Macrophage Response"
"3909","darkorange","LOC101929340","Macrophage Response"
"3910","darkorange","ADRB1","Macrophage Response"
"3911","darkorange","APBB3","Macrophage Response"
"3912","darkorange","ASPSCR1","Macrophage Response"
"3913","darkorange","CA5BP1","Macrophage Response"
"3914","darkorange","ARFGAP1","Macrophage Response"
"3915","darkorange","GLI4","Macrophage Response"
"3916","darkorange","TSNARE1","Macrophage Response"
"3917","darkorange","ATG2A","Macrophage Response"
"3918","darkorange","CHRNE","Macrophage Response"
"3919","darkorange","ITIH3","Macrophage Response"
"3920","darkorange","HCG4","Macrophage Response"
"3921","darkorange","MMP19","Macrophage Response"
"3922","darkorange","MYCBPAP","Macrophage Response"
"3923","darkorange","MZF1","Macrophage Response"
"3924","darkorange","RTEL1-TNFRSF6B","Macrophage Response"
"3925","darkorange","ZFAND2B","Macrophage Response"
"3926","darkorange","GET4","Macrophage Response"
"3927","darkorange","APTR","Macrophage Response"
"3928","darkorange","EPO","Macrophage Response"
"3929","darkorange","HYAL1","Macrophage Response"
"3930","darkorange","ZNF414","Macrophage Response"
"3931","darkorange","TRMU","Macrophage Response"
"3932","darkorange","NOC4L","Macrophage Response"
"3933","darkorange","PPP1R32","Macrophage Response"
"3934","darkorange","FBF1","Macrophage Response"
"3935","darkorange","PILRB","Macrophage Response"
"3936","darkorange","LTBP3","Macrophage Response"
"3937","darkorange","ABCB8","Macrophage Response"
"3938","darkorange","FLYWCH1","Macrophage Response"
"3939","darkorange","RXRA","Macrophage Response"
"3940","darkorange","MMP25-AS1","Macrophage Response"
"3941","darkorange","PLEKHA4","Macrophage Response"
"3942","darkorange","JUND","Macrophage Response"
"3943","darkorange","PP7080","Macrophage Response"
"3944","darkorange","SCNN1D","Macrophage Response"
"3945","darkorange","FBRSL1","Macrophage Response"
"3946","darkorange","RPL21P44","Macrophage Response"
"3947","darkorange","DGAT1","Macrophage Response"
"3948","darkorange","H1FNT","Macrophage Response"
"3949","darkorange","ZNF839","Macrophage Response"
"3950","darkorange","PTCHD3","Macrophage Response"
"3951","darkorange","PLA2G6","Macrophage Response"
"3952","darkorange","L3MBTL2","Macrophage Response"
"3953","darkorange","TRMT61A","Macrophage Response"
"3954","darkorange","SPPL2B","Macrophage Response"
"3955","darkorange","EVL","Macrophage Response"
"3956","darkorange","PSORS1C2","Macrophage Response"
"3957","darkorange","PKDCC","Macrophage Response"
"3958","darkorange","DXO","Macrophage Response"
"3959","darkorange","UNKL","Macrophage Response"
"3960","darkorange","POLR2H","Macrophage Response"
"3961","darkorange","RELL2","Macrophage Response"
"3962","darkorange","FSIP2-AS1","Macrophage Response"
"3963","darkorange","LOC644285","Macrophage Response"
"3964","darkorange","HDAC6","Macrophage Response"
"3965","darkorange","MIER2","Macrophage Response"
"3966","darkorange","CIZ1","Macrophage Response"
"3967","darkorange","TAB1","Macrophage Response"
"3968","darkorange","MHENCR","Macrophage Response"
"3969","darkorange","C5orf56","Macrophage Response"
"3970","darkorange","TRIM41","Macrophage Response"
"3971","darkorange","EGFL8","Macrophage Response"
"3972","darkorange","RIPOR1","Macrophage Response"
"3973","darkorange","LAT","Macrophage Response"
"3974","darkorange","LOC100129534","Macrophage Response"
"3975","darkorange","MXRA8","Macrophage Response"
"3976","darkorange","TBC1D17","Macrophage Response"
"3977","darkorange","LZTR1","Macrophage Response"
"3978","darkorange","CIC","Macrophage Response"
"3979","darkorange","PCSK4","Macrophage Response"
"3980","darkorange","FBXL8","Macrophage Response"
"3981","darkorange","HYI","Macrophage Response"
"3982","darkorange","MAP2K5","Macrophage Response"
"3983","darkorange","MYH7B","Macrophage Response"
"3984","darkorange","GSDMB","Macrophage Response"
"3985","darkorange","MAPK8IP3","Macrophage Response"
"3986","darkorange","PGP","Macrophage Response"
"3987","darkorange","PDE4A","Macrophage Response"
"3988","darkorange","TMEM91","Macrophage Response"
"3989","darkorange","PYROXD2","Macrophage Response"
"3990","darkorange","BICRA","Macrophage Response"
"3991","darkorange","TAGLN","Macrophage Response"
"3992","darkorange","FAM234A","Macrophage Response"
"3993","darkorange","CCHCR1","Macrophage Response"
"3994","darkorange","CXXC1","Macrophage Response"
"3995","darkorange","KAT8","Macrophage Response"
"3996","darkorange","CENPT","Macrophage Response"
"3997","darkorange","KRTCAP3","Macrophage Response"
"3998","darkorange","ZNF341","Macrophage Response"
"3999","darkorange","ZDHHC8","Macrophage Response"
"4000","darkorange","GALNS","Macrophage Response"
"4001","darkorange","IL17RC","Macrophage Response"
"4002","darkorange","CYP2D7","Macrophage Response"
"4003","darkorange","HDHD3","Macrophage Response"
"4004","darkorange","COL18A1","Macrophage Response"
"4005","darkorange","LOC150776","Macrophage Response"
"4006","darkorange","MORN1","Macrophage Response"
"4007","darkorange","TRIM74","Macrophage Response"
"4008","darkorange","RING1","Macrophage Response"
"4009","darkorange","NRADDP","Macrophage Response"
"4010","darkorange","FBXO24","Macrophage Response"
"4011","darkorange","TMEM94","Macrophage Response"
"4012","darkorange","FAM229A","Macrophage Response"
"4013","darkorange","C7orf61","Macrophage Response"
"4014","darkorange","TMEM184A","Macrophage Response"
"4015","darkorange","LGALS4","Macrophage Response"
"4016","darkorange","E4F1","Macrophage Response"
"4017","darkorange","IL11RA","Macrophage Response"
"4018","darkorange","TMEM175","Macrophage Response"
"4019","darkorange","OTUD5","Macrophage Response"
"4020","darkorange","LOC100507373","Macrophage Response"
"4021","darkorange","HSF1","Macrophage Response"
"4022","darkorange","KLK14","Macrophage Response"
"4023","darkorange","MIRLET7BHG","Macrophage Response"
"4024","darkorange","RTEL1","Macrophage Response"
"4025","darkorange","SLC27A1","Macrophage Response"
"4026","darkorange","RANBP3","Macrophage Response"
"4027","darkorange","KCND1","Macrophage Response"
"4028","darkorange","REXO1","Macrophage Response"
"4029","darkorange","PHF1","Macrophage Response"
"4030","darkorange","ULK1","Macrophage Response"
"4031","darkorange","INTS1","Macrophage Response"
"4032","darkorange","GPT","Macrophage Response"
"4033","darkorange","TEKT4","Macrophage Response"
"4034","darkorange","INO80B","Macrophage Response"
"4035","darkorange","DGKQ","Macrophage Response"
"4036","darkorange","EMID1","Macrophage Response"
"4037","darkorange","EFEMP2","Macrophage Response"
"4038","darkorange","UCKL1","Macrophage Response"
"4039","darkorange","TMPRSS9","Macrophage Response"
"4040","darkorange","KMT5C","Macrophage Response"
"4041","darkorange","ARFGAP2","Macrophage Response"
"4042","darkorange","SH2B1","Macrophage Response"
"4043","darkorange","FBXL6","Macrophage Response"
"4044","darkorange","ABHD16B","Macrophage Response"
"4045","darkorange","WDR97","Macrophage Response"
"4046","darkorange","SRPK3","Macrophage Response"
"4047","darkorange","BRICD5","Macrophage Response"
"4048","darkorange","ADAM8","Macrophage Response"
"4049","darkorange","LOC692247","Macrophage Response"
"4050","darkorange","LOC101927762","Macrophage Response"
"4051","darkorange","ABHD1","Macrophage Response"
"4052","darkorange","ATG4D","Macrophage Response"
"4053","darkorange","INCA1","Macrophage Response"
"4054","darkorange","KRBA1","Macrophage Response"
"4055","darkorange","CTRC","Macrophage Response"
"4056","darkorange","ENTPD6","Macrophage Response"
"4057","darkorange","ZNF337","Macrophage Response"
"4058","darkorange","C21orf2","Macrophage Response"
"4059","darkorange","SGSM3","Macrophage Response"
"4060","darkorange","RASL10A","Macrophage Response"
"4061","darkorange","INPP5E","Macrophage Response"
"4062","darkorange","C1QTNF12","Macrophage Response"
"4063","darkorange","ANKZF1","Macrophage Response"
"4064","darkorange","HPN-AS1","Macrophage Response"
"4065","darkorange","CDK10","Macrophage Response"
"4066","darkorange","USP21","Macrophage Response"
"4067","darkorange","ASIC3","Macrophage Response"
"4068","darkorange","PPT2-EGFL8","Macrophage Response"
"4069","darkorange","CALML6","Macrophage Response"
"4070","darkorange","HOOK2","Macrophage Response"
"4071","darkorange","TNFRSF6B","Macrophage Response"
"4072","darkorange","GBA2","Macrophage Response"
"4073","darkorange","NRN1L","Macrophage Response"
"4074","darkorange","ZGPAT","Macrophage Response"
"4075","darkorange","FASTK","Macrophage Response"
"4076","darkorange","SLC39A13","Macrophage Response"
"4077","darkorange","PPP1R3E","Macrophage Response"
"4078","darkorange","AIRE","Macrophage Response"
"4079","darkorange","FAM71F2","Macrophage Response"
"4080","darkorange","LOC730183","Macrophage Response"
"4081","darkorange","PRKCSH","Macrophage Response"
"4082","darkorange","MRPL38","Macrophage Response"
"4083","darkorange","SLC25A29","Macrophage Response"
"4084","darkorange","ING5","Macrophage Response"
"4085","darkorange","FARP2","Macrophage Response"
"4086","darkorange","CSAD","Macrophage Response"
"4087","darkorange","HGS","Macrophage Response"
"4088","darkorange","SEC31B","Macrophage Response"
"4089","darkorange","XYLT2","Macrophage Response"
"4090","darkorange","FCHO1","Macrophage Response"
"4091","darkorange","CRELD1","Macrophage Response"
"4092","darkorange","SCAP","Macrophage Response"
"4093","darkorange","JAG2","Macrophage Response"
"4094","darkorange","CTBP1-AS","Macrophage Response"
"4095","darkorange","LOC100128573","Macrophage Response"
"4096","darkorange","SIN3B","Macrophage Response"
"4097","darkorange","SNAPC4","Macrophage Response"
"4098","darkorange","RFNG","Macrophage Response"
"4099","darkorange","GLTPD2","Macrophage Response"
"4100","darkorange","KLHL26","Macrophage Response"
"4101","darkorange","OPRL1","Macrophage Response"
"4102","darkorange","NPFF","Macrophage Response"
"4103","darkorange","LOC100506472","Macrophage Response"
"4104","midnightblue","BLMH","RNA Processing"
"4105","midnightblue","RRP36","RNA Processing"
"4106","midnightblue","DNAJB6","RNA Processing"
"4107","midnightblue","EIF3L","RNA Processing"
"4108","midnightblue","TMEM182","RNA Processing"
"4109","midnightblue","MRPL45","RNA Processing"
"4110","midnightblue","SF3A3","RNA Processing"
"4111","midnightblue","ODF2","RNA Processing"
"4112","midnightblue","NNT","RNA Processing"
"4113","midnightblue","ARF4","RNA Processing"
"4114","midnightblue","DYM","RNA Processing"
"4115","midnightblue","DCAF13","RNA Processing"
"4116","midnightblue","SNRNP27","RNA Processing"
"4117","midnightblue","HLTF","RNA Processing"
"4118","midnightblue","KARS","RNA Processing"
"4119","midnightblue","UMPS","RNA Processing"
"4120","midnightblue","FAF1","RNA Processing"
"4121","midnightblue","SCFD1","RNA Processing"
"4122","midnightblue","UBE2D2","RNA Processing"
"4123","midnightblue","POLR2B","RNA Processing"
"4124","midnightblue","MED4-AS1","RNA Processing"
"4125","midnightblue","PLEKHA8","RNA Processing"
"4126","midnightblue","TDP1","RNA Processing"
"4127","midnightblue","MSH6","RNA Processing"
"4128","midnightblue","ANP32C","RNA Processing"
"4129","midnightblue","CDC5L","RNA Processing"
"4130","midnightblue","LRPPRC","RNA Processing"
"4131","midnightblue","MRPL50","RNA Processing"
"4132","midnightblue","SNRPG","RNA Processing"
"4133","midnightblue","NACA","RNA Processing"
"4134","midnightblue","ARL2BP","RNA Processing"
"4135","midnightblue","THG1L","RNA Processing"
"4136","midnightblue","PIGC","RNA Processing"
"4137","midnightblue","BUB3","RNA Processing"
"4138","midnightblue","POLR2D","RNA Processing"
"4139","midnightblue","HSPD1","RNA Processing"
"4140","midnightblue","PHF5A","RNA Processing"
"4141","midnightblue","EIF2S1","RNA Processing"
"4142","midnightblue","CDC25A","RNA Processing"
"4143","midnightblue","CCT6A","RNA Processing"
"4144","midnightblue","RUVBL1","RNA Processing"
"4145","midnightblue","GEMIN4","RNA Processing"
"4146","midnightblue","SMARCC1","RNA Processing"
"4147","midnightblue","ATP5F1C","RNA Processing"
"4148","midnightblue","UTP11","RNA Processing"
"4149","midnightblue","SUMO2","RNA Processing"
"4150","midnightblue","CAND1","RNA Processing"
"4151","midnightblue","CCDC32","RNA Processing"
"4152","midnightblue","PPID","RNA Processing"
"4153","midnightblue","PSMA2","RNA Processing"
"4154","midnightblue","TRIAP1","RNA Processing"
"4155","midnightblue","H3F3AP4","RNA Processing"
"4156","midnightblue","ZNF826P","RNA Processing"
"4157","midnightblue","RALGPS2","RNA Processing"
"4158","midnightblue","PRPF18","RNA Processing"
"4159","midnightblue","DPH3","RNA Processing"
"4160","midnightblue","CCDC14","RNA Processing"
"4161","midnightblue","CS","RNA Processing"
"4162","midnightblue","UBXN2A","RNA Processing"
"4163","midnightblue","EXOC2","RNA Processing"
"4164","midnightblue","RAD17","RNA Processing"
"4165","midnightblue","ILF2","RNA Processing"
"4166","midnightblue","BMPR2","RNA Processing"
"4167","midnightblue","ERCC8","RNA Processing"
"4168","midnightblue","CDC16","RNA Processing"
"4169","midnightblue","UBE2N","RNA Processing"
"4170","midnightblue","FANCE","RNA Processing"
"4171","midnightblue","ZC3H15","RNA Processing"
"4172","midnightblue","PSMA4","RNA Processing"
"4173","midnightblue","DHX9","RNA Processing"
"4174","midnightblue","AP1AR","RNA Processing"
"4175","midnightblue","SUV39H2","RNA Processing"
"4176","midnightblue","SRP72","RNA Processing"
"4177","midnightblue","PPP1CB","RNA Processing"
"4178","midnightblue","ZNF738","RNA Processing"
"4179","midnightblue","SSB","RNA Processing"
"4180","midnightblue","DBT","RNA Processing"
"4181","midnightblue","EZH2","RNA Processing"
"4182","midnightblue","LOC101927795","RNA Processing"
"4183","midnightblue","GSKIP","RNA Processing"
"4184","midnightblue","DNAJC9","RNA Processing"
"4185","midnightblue","BPNT1","RNA Processing"
"4186","midnightblue","COMMD3","RNA Processing"
"4187","midnightblue","TDP2","RNA Processing"
"4188","midnightblue","ZNF829","RNA Processing"
"4189","midnightblue","C11orf58","RNA Processing"
"4190","midnightblue","HNRNPK","RNA Processing"
"4191","midnightblue","TPRKB","RNA Processing"
"4192","midnightblue","PKD2L2","RNA Processing"
"4193","midnightblue","MRPS35","RNA Processing"
"4194","midnightblue","BAZ1B","RNA Processing"
"4195","midnightblue","EPRS","RNA Processing"
"4196","midnightblue","GALNT3","RNA Processing"
"4197","midnightblue","POGK","RNA Processing"
"4198","midnightblue","LZIC","RNA Processing"
"4199","midnightblue","HSD17B7","RNA Processing"
"4200","midnightblue","ORC3","RNA Processing"
"4201","midnightblue","ZRANB1","RNA Processing"
"4202","midnightblue","NSD2","RNA Processing"
"4203","midnightblue","ATMIN","RNA Processing"
"4204","midnightblue","GART","RNA Processing"
"4205","midnightblue","SMARCA1","RNA Processing"
"4206","midnightblue","SF3B3","RNA Processing"
"4207","midnightblue","GATC","RNA Processing"
"4208","midnightblue","LOC103021295","RNA Processing"
"4209","midnightblue","DRG1","RNA Processing"
"4210","midnightblue","RPSAP58","RNA Processing"
"4211","midnightblue","HNRNPA1","RNA Processing"
"4212","midnightblue","HSPA9","RNA Processing"
"4213","midnightblue","MRPL39","RNA Processing"
"4214","midnightblue","PHF6","RNA Processing"
"4215","midnightblue","TCAIM","RNA Processing"
"4216","midnightblue","GTF2I","RNA Processing"
"4217","midnightblue","ZWILCH","RNA Processing"
"4218","midnightblue","VEZT","RNA Processing"
"4219","midnightblue","HSD17B4","RNA Processing"
"4220","midnightblue","EIF3H","RNA Processing"
"4221","midnightblue","CSDE1","RNA Processing"
"4222","midnightblue","SLC39A10","RNA Processing"
"4223","midnightblue","IPO7","RNA Processing"
"4224","midnightblue","HNRNPH2","RNA Processing"
"4225","midnightblue","ZNF543","RNA Processing"
"4226","midnightblue","CHMP2B","RNA Processing"
"4227","midnightblue","ZNF473","RNA Processing"
"4228","midnightblue","MFAP3","RNA Processing"
"4229","midnightblue","XPNPEP1","RNA Processing"
"4230","midnightblue","PCM1","RNA Processing"
"4231","midnightblue","CTCF","RNA Processing"
"4232","midnightblue","MED4","RNA Processing"
"4233","midnightblue","PARG","RNA Processing"
"4234","midnightblue","RPL5","RNA Processing"
"4235","midnightblue","RPP40","RNA Processing"
"4236","midnightblue","PLEKHA8P1","RNA Processing"
"4237","midnightblue","TBC1D31","RNA Processing"
"4238","midnightblue","ST13","RNA Processing"
"4239","midnightblue","THAP1","RNA Processing"
"4240","midnightblue","ASH2L","RNA Processing"
"4241","midnightblue","HSPA8","RNA Processing"
"4242","midnightblue","MFHAS1","RNA Processing"
"4243","midnightblue","NIF3L1","RNA Processing"
"4244","midnightblue","ZNF256","RNA Processing"
"4245","midnightblue","C5orf24","RNA Processing"
"4246","midnightblue","COG6","RNA Processing"
"4247","midnightblue","KRAS","RNA Processing"
"4248","midnightblue","RAMMET","RNA Processing"
"4249","midnightblue","CCT8","RNA Processing"
"4250","midnightblue","PSMD1","RNA Processing"
"4251","midnightblue","SUDS3","RNA Processing"
"4252","midnightblue","PSMA5","RNA Processing"
"4253","midnightblue","MSH2","RNA Processing"
"4254","midnightblue","MIEF1","RNA Processing"
"4255","midnightblue","UCHL3","RNA Processing"
"4256","midnightblue","PANX1","RNA Processing"
"4257","midnightblue","RBMX","RNA Processing"
"4258","midnightblue","GSPT1","RNA Processing"
"4259","midnightblue","HS2ST1","RNA Processing"
"4260","midnightblue","CCT4","RNA Processing"
"4261","midnightblue","MED6","RNA Processing"
"4262","midnightblue","NBPF1","RNA Processing"
"4263","midnightblue","KIAA1143","RNA Processing"
"4264","midnightblue","FXR1","RNA Processing"
"4265","midnightblue","SNRNP40","RNA Processing"
"4266","midnightblue","RPP30","RNA Processing"
"4267","midnightblue","BZW1","RNA Processing"
"4268","midnightblue","SND1","RNA Processing"
"4269","midnightblue","TATDN1","RNA Processing"
"4270","midnightblue","EEF1A1","RNA Processing"
"4271","midnightblue","WDR12","RNA Processing"
"4272","midnightblue","DPH5","RNA Processing"
"4273","midnightblue","HSPA4","RNA Processing"
"4274","midnightblue","RSRC1","RNA Processing"
"4275","midnightblue","RPS27A","RNA Processing"
"4276","midnightblue","PREP","RNA Processing"
"4277","midnightblue","CNOT6","RNA Processing"
"4278","midnightblue","RPL36A-HNRNPH2","RNA Processing"
"4279","midnightblue","TSG101","RNA Processing"
"4280","midnightblue","HMGB1","RNA Processing"
"4281","midnightblue","TRMT10C","RNA Processing"
"4282","midnightblue","DDX19A","RNA Processing"
"4283","midnightblue","LINC00504","RNA Processing"
"4284","midnightblue","PA2G4","RNA Processing"
"4285","midnightblue","CSNK2A2","RNA Processing"
"4286","midnightblue","IPO5","RNA Processing"
"4287","midnightblue","DENR","RNA Processing"
"4288","midnightblue","RAD23B","RNA Processing"
"4289","midnightblue","IDH1","RNA Processing"
"4290","midnightblue","TRIM61","RNA Processing"
"4291","midnightblue","TBCK","RNA Processing"
"4292","midnightblue","LCLAT1","RNA Processing"
"4293","midnightblue","GTPBP8","RNA Processing"
"4294","midnightblue","RWDD4","RNA Processing"
"4295","midnightblue","ZIK1","RNA Processing"
"4296","midnightblue","CSE1L","RNA Processing"
"4297","midnightblue","ENTPD7","RNA Processing"
"4298","midnightblue","PHKB","RNA Processing"
"4299","midnightblue","EIF5AL1","RNA Processing"
"4300","midnightblue","ZHX1","RNA Processing"
"4301","midnightblue","RPS13","RNA Processing"
"4302","midnightblue","TCTN3","RNA Processing"
"4303","midnightblue","SIKE1","RNA Processing"
"4304","midnightblue","FBXO22","RNA Processing"
"4305","midnightblue","ADK","RNA Processing"
"4306","midnightblue","UBR7","RNA Processing"
"4307","midnightblue","EIF3J","RNA Processing"
"4308","midnightblue","CEP57","RNA Processing"
"4309","midnightblue","RAD21","RNA Processing"
"4310","midnightblue","CSNK2A3","RNA Processing"
"4311","midnightblue","ATP2B1","RNA Processing"
"4312","midnightblue","LIN9","RNA Processing"
"4313","midnightblue","ZFR","RNA Processing"
"4314","midnightblue","SSBP1","RNA Processing"
"4315","midnightblue","SRP54","RNA Processing"
"4316","midnightblue","GALC","RNA Processing"
"4317","midnightblue","SPDL1","RNA Processing"
"4318","midnightblue","SVBP","RNA Processing"
"4319","midnightblue","BRD7","RNA Processing"
"4320","midnightblue","NUP88","RNA Processing"
"4321","midnightblue","CLIP1","RNA Processing"
"4322","midnightblue","CORO1C","RNA Processing"
"4323","midnightblue","COPS2","RNA Processing"
"4324","midnightblue","PUS3","RNA Processing"
"4325","midnightblue","MED21","RNA Processing"
"4326","midnightblue","SPCS2","RNA Processing"
"4327","midnightblue","MMADHC","RNA Processing"
"4328","midnightblue","DONSON","RNA Processing"
"4329","midnightblue","CUL2","RNA Processing"
"4330","midnightblue","BTF3L4","RNA Processing"
"4331","midnightblue","CCT3","RNA Processing"
"4332","midnightblue","RNF14","RNA Processing"
"4333","midnightblue","TFAM","RNA Processing"
"4334","midnightblue","YIPF5","RNA Processing"
"4335","midnightblue","RAD21-AS1","RNA Processing"
"4336","midnightblue","ARL6IP1","RNA Processing"
"4337","midnightblue","MINPP1","RNA Processing"
"4338","midnightblue","CASP3","RNA Processing"
"4339","midnightblue","SEC23A","RNA Processing"
"4340","midnightblue","HNRNPLL","RNA Processing"
